PK_UID;Inst_Type;LandCode;Inst_Naam;Inst_id;EPRTR_id;lon;lat;Act_Code;Act_Group;Act_Class;Inrichting;Stad;Regio;StraatNaam;nr;MWth;StartDatum;VollastUr0;Categorie;Raffinage;Biomassa;Kolen;VastOverig;Vloeibaar;Aardgas;GasOverig;Totaal_TJ;SO2_ton;NOx_ton;Stof_ton;Jaar;buurtcode_2023;gemeentecode_2023;pc4_code_2023;pc6_code_2023;buurtcode_2024;gemeentecode_2024;pc4_code_2024;pc6_code_2024;buurtcode_2025;gemeentecode_2025;pc4_code_2025;pc6_code_2025;buurtcode_gewijzigd;gemeentecode_gewijzigd;pc4_gewijzigd;meta_source_layer;meta_source_wfs_url;meta_retrieved_at;meta_source_last_modified
1576;LCP;NL;Zeeland Refinery N.V.,Stoomvoorziening Eenheid (072H01B);NL.RIVM/051501004.PART;NL.RIVM/000051501.FACILITY;3.7271099997299664;51.445600003847474;19.20;Aardolieverwerking;Aardolieverwerking;Zeeland Refinery N.V.;Nieuwdorp;Overig Zeeland;Luxemburgweg;1;51.0;1973-01-01;8784.0;Boiler;J;0.0;0.0;0.0;0;0.0;190.64;190.64;0.48;8.19;0.07;2024;;GM0654;;;;GM0654;;;;GM0654;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1583;LCP;NL;Zeeland Refinery N.V.,Stoomvoorziening Eenheid (072H01A);NL.RIVM/051501005.PART;NL.RIVM/000051501.FACILITY;3.7271099997299664;51.445600003847474;19.20;Aardolieverwerking;Aardolieverwerking;Zeeland Refinery N.V.;Nieuwdorp;Overig Zeeland;Luxemburgweg;1;51.0;1973-01-01;8784.0;Boiler;J;0.0;0.0;0.0;0;0.0;144.48;144.48;0.35;5.43;0.04;2024;;GM0654;;;;GM0654;;;;GM0654;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1597;LCP;NL;Zeeland Refinery N.V.,Hydrocracker Eenheid (302);NL.RIVM/051501008.PART;NL.RIVM/000051501.FACILITY;3.72819000064672;51.44359000356629;19.20;Aardolieverwerking;Aardolieverwerking;Zeeland Refinery N.V.;Nieuwdorp;Overig Zeeland;Luxemburgweg;1;127.9;1986-01-01;8784.0;Others;J;0.0;0.0;0.0;0;0.0;3284.37;3284.37;1.4;129.0;0.36;2024;;GM0654;;;;GM0654;;;;GM0654;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1600;LCP;NL;Zeeland Refinery N.V.,2000 Blok (units 211, 221 en 231);NL.RIVM/051501009.PART;NL.RIVM/000051501.FACILITY;3.7271099997299664;51.445600003847474;19.20;Aardolieverwerking;Aardolieverwerking;Zeeland Refinery N.V.;Nieuwdorp;Overig Zeeland;Luxemburgweg;1;134.6;1973-01-01;8784.0;Others;J;0.0;0.0;0.0;0;0.0;3752.24;3752.24;15.3;157.0;0.41;2024;;GM0654;;;;GM0654;;;;GM0654;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1602;LCP;NL;Cargill Benelux BV,WK1;NL.RIVM/052612001.PART;NL.RIVM/000052612.FACILITY;3.8012300001059907;51.233640003600875;10.62;Vervaardiging van meel;Vervaardiging van zetmeel en zetmeelproducten;Cargill Benelux BV;Sas Van Gent;Zeeuwsch-Vlaanderen;Nijverheidsstraat;1;51.0;2004-05-25;8784.0;GasTurbine;N;0.0;0.0;0.0;0;605.5;0.0;605.5;0.0;6.68;0.0;2024;;GM0715;;;;GM0715;;;;GM0715;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1617;LCP;NL;Gasunie Zweekhorst,601 GE-FRS5RC;NL.RIVM/061517001.PART;NL.RIVM/000061517.FACILITY;6.085640003128363;51.9650700038189;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Zweekhorst;Zevenaar;Arnhem/Nijmegen;Zweekhorstweg;2;68.1;1974-08-01;;GasTurbine;N;0.0;0.0;0.0;0;0.48;0.0;0.48;0.0;0.09;0.0;2024;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1626;LCP;NL;Gasunie Zweekhorst,602 GE-FRS5RC;NL.RIVM/061517002.PART;NL.RIVM/000061517.FACILITY;6.085640003128363;51.9650700038189;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Zweekhorst;Zevenaar;Arnhem/Nijmegen;Zweekhorstweg;2;68.1;1974-08-01;;GasTurbine;N;0.0;0.0;0.0;0;0.2;0.0;0.2;0.0;0.03;0.0;2024;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1635;LCP;NL;Gasunie Zweekhorst,603 GE-FRS5;NL.RIVM/061517003.PART;NL.RIVM/000061517.FACILITY;6.085640003128363;51.9650700038189;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Zweekhorst;Zevenaar;Arnhem/Nijmegen;Zweekhorstweg;2;88.4;1974-08-01;;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0299;;;;GM0299;;;;GM0299;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1644;LCP;NL;FrieslandCampina (Borculo),Ketel 2 nieuw,Ketel E,|Ketel 3 nieuw;NL.RIVM/062025001.PART;NL.RIVM/000062025.FACILITY;6.529240003387676;52.1182200036114;10.51;Vervaardiging van zuivelproducten;Vervaardiging van zuivelproducten (geen consumptie-ijs);FrieslandCampina (Borculo);Borculo;Achterhoek;Needseweg;23;81.8;2018-01-01;8760.0;Boiler;N;0.0;0.0;0.0;0;515.37;0.0;515.37;0.0;16.0;0.0;2024;;GM1859;;;;GM1859;;;;GM1859;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1661;LCP;NL;Smurfit Westrock Parenco B.V.,Gasturbine GT11;NL.RIVM/064360001.PART;NL.RIVM/000064360.FACILITY;5.729930001397605;51.97011000370809;17.12;Vervaardiging van papierpulp, papier en karton;Vervaardiging van papier en karton;Smurfit Westrock Parenco B.V.;Renkum;Arnhem/Nijmegen;Veerweg;1;125.0;2003-10-31;;GasTurbine;N;147.24;0.0;0.0;0;1238.15;0.0;1385.39;1.06;23.8;0.24;2024;;GM0274;;;;GM0274;;;;GM0274;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1670;LCP;NL;Nobian Chemicals BV (Hengelo),Installatie nr.25/26;NL.RIVM/071105001.PART;NL.RIVM/000071105.FACILITY;6.794420003707762;52.24655000416536;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Nobian Chemicals BV (Hengelo);Hengelo;Twente;Boortorenweg;27;207.0;1994-01-01;;Others;N;0.0;0.0;0.0;0;1683.09;0.0;1683.09;0.0;76.8;0.0;2024;;GM0164;;;;GM0164;;;;GM0164;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1679;LCP;NL;Nobian Chemicals BV (Hengelo),Ketel 9 (Installatie nr 17);NL.RIVM/071105002.PART;NL.RIVM/000071105.FACILITY;6.7942500025629755;52.246740004206686;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Nobian Chemicals BV (Hengelo);Hengelo;Twente;Boortorenweg;27;139.0;1979-01-01;;Boiler;N;0.0;0.0;0.0;0;116.87;0.0;116.87;0.0;1.92;0.0;2024;;GM0164;;;;GM0164;;;;GM0164;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1688;LCP;NL;Gasunie Vilsteren / Ommen,C001-203 GE-FS5;NL.RIVM/071514007.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;88.4;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1697;LCP;NL;Gasunie Vilsteren / Ommen,C101-201 GE-FRS5;NL.RIVM/071514008.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;88.4;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1711;LCP;NL;Delesto B.V.,Afgassenketel AF2100,Gasturbine GT2100;NL.RIVM/104003001.PART;NL.RIVM/000104003.FACILITY;6.955390002999471;53.3193200043236;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Delesto B.V.;Farmsum;Delfzijl en omgeving;Oosterhorn;4;188.1;1987-01-01;;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1720;LCP;NL;Delesto B.V.,Afgassenketel AF2200,Gasturbine GT2200;NL.RIVM/104003002.PART;NL.RIVM/000104003.FACILITY;6.955390002999471;53.3193200043236;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Delesto B.V.;Farmsum;Delfzijl en omgeving;Oosterhorn;4;188.1;1987-01-01;;GasTurbine;N;0.0;0.0;0.0;0;1307.04;0.0;1307.04;0.0;90.4;0.0;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1729;LCP;NL;Delesto B.V.,Afgassenketel AF2300,Gasturbine GT2300;NL.RIVM/104003003.PART;NL.RIVM/000104003.FACILITY;6.955390002999471;53.3193200043236;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Delesto B.V.;Farmsum;Delfzijl en omgeving;Oosterhorn;4;188.1;1987-01-01;;GasTurbine;N;0.0;0.0;0.0;0;2608.32;0.0;2608.32;0.0;56.1;0.0;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1738;LCP;NL;Gasunie Vilsteren / Ommen,C101-202 RR-RB211;NL.RIVM/071514010.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;57.9;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1747;LCP;NL;Gasunie Vilsteren / Ommen,C201-102 RR-RB211;NL.RIVM/071514011.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;57.9;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.06;0.0;0.06;0.0;0.01;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1756;LCP;NL;Gasunie Vilsteren / Ommen,C201-103 RR-RB211;NL.RIVM/071514012.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;57.9;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.73;0.0;0.73;0.0;0.09;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1765;LCP;NL;Gasunie Vilsteren / Ommen,C001-204 GE-FS5;NL.RIVM/071514013.PART;NL.RIVM/000071514.FACILITY;6.3607600032292995;52.49436000408466;35.12;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Beheer en exploitatie van transportnetten voor elektriciteit, aardgas en warm water;Gasunie Vilsteren / Ommen;Vilsteren;Noord-Overijssel;Vilsterse Allee;11 a;88.4;1969-01-01;8760.0;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0175;;;;GM0175;;;;GM0175;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1777;LCP;NL;"Ennatuurlijk BV; WKC Enschede,Gasturbine 1";NL.RIVM/074005001.PART;NL.RIVM/000074005.FACILITY;6.828000002566452;52.21388000422569;35.14;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Handel in elektriciteit en in gas via leidingen;"Ennatuurlijk BV; WKC Enschede";Enschede;Twente;Marssteden;35;59.8;1985-01-01;;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0153;;;;GM0153;;;;GM0153;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1786;LCP;NL;"Ennatuurlijk BV; WKC Enschede,Gasturbine 2";NL.RIVM/074005002.PART;NL.RIVM/000074005.FACILITY;6.828000002642266;52.214060004138645;35.14;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Handel in elektriciteit en in gas via leidingen;"Ennatuurlijk BV; WKC Enschede";Enschede;Twente;Marssteden;35;59.8;1985-01-01;;GasTurbine;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0153;;;;GM0153;;;;GM0153;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1795;LCP;NL;locatie Boeldershoek,Biomassa Elektriciteits Centrale (BEC);NL.RIVM/075305001.PART;NL.RIVM/000075305.FACILITY;6.78550000269836;52.23239000390539;38.21;Behandeling van afval;Behandeling van onschadelijk afval;locatie Boeldershoek;Hengelo;Twente;Boldershoekweg;51;70.0;2007-03-31;8784.0;Others;N;2133.24;0.0;0.0;0;3.75;0.0;2136.98;16.8;58.4;0.42;2024;;GM0153;;;;GM0153;;;;GM0153;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1804;LCP;NL;FrieslandCampina Domo B.V. (Beilen),Ketel 4 B1,Ketel 4 B2;NL.RIVM/082002001.PART;NL.RIVM/000082002.FACILITY;6.519470003244019;52.85550000407687;10.51;Vervaardiging van zuivelproducten;Vervaardiging van zuivelproducten (geen consumptie-ijs);FrieslandCampina Domo B.V. (Beilen);Beilen;Noord-Drenthe;De Perk;30;52.4;2018-02-01;;Boiler;N;0.0;0.0;0.0;0;236.71;0.0;236.71;0.0;4.69;0.0;2024;;GM1731;;;;GM1731;;;;GM1731;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1813;LCP;NL;Avebe u.a. (Gasselternijveen),Gasturbine + afgassenketel;NL.RIVM/082603001.PART;NL.RIVM/000082603.FACILITY;6.868260003766425;52.98899000466468;10.62;Vervaardiging van meel;Vervaardiging van zetmeel en zetmeelproducten;Avebe u.a. (Gasselternijveen);Gasselternijveen;Noord-Drenthe;Baptistenkade;40;73.0;1995-01-01;;GasTurbine;N;0.0;0.0;0.0;0;1006.65;0.0;1006.65;0.0;37.7;0.0;2024;;GM1680;;;;GM1680;;;;GM1680;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1840;LCP;NL;Centrale Bergum,BG10;NL.RIVM/094003001.PART;NL.RIVM/000094003.FACILITY;6.029780002287601;53.20977000472579;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;770.0;2013-03-29;;Others;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1849;LCP;NL;Centrale Bergum,BG20;NL.RIVM/094003002.PART;NL.RIVM/000094003.FACILITY;6.029780002287601;53.20977000472579;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;770.0;2013-03-29;;Others;N;0.0;0.0;0.0;0;0.0;0.0;0.0;0.0;0.0;0.0;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1858;LCP;NL;Centrale Bergum,BG11;NL.RIVM/094003003.PART;NL.RIVM/000094003.FACILITY;6.029760002034642;53.20977000492084;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;119.0;2013-03-29;;GasTurbine;N;0.0;0.0;0.0;0;6.75;0.0;6.75;0.0;0.13;0.01;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1866;LCP;NL;Centrale Bergum,BG12;NL.RIVM/094003004.PART;NL.RIVM/000094003.FACILITY;6.029780002287601;53.20977000472579;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;119.0;2013-03-29;;GasTurbine;N;0.0;0.0;0.0;0;6.75;0.0;6.75;0.0;0.13;0.01;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1874;LCP;NL;Centrale Bergum,BG21;NL.RIVM/094003005.PART;NL.RIVM/000094003.FACILITY;6.029760002034642;53.20977000492084;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;119.0;2013-03-29;;GasTurbine;N;0.0;0.0;0.0;0;8.19;0.0;8.19;0.0;0.16;0.01;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1882;LCP;NL;Centrale Bergum,BG22;NL.RIVM/094003006.PART;NL.RIVM/000094003.FACILITY;6.029780002287601;53.20977000472579;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;Centrale Bergum;Burgum;Noord-Friesland;Koumarwei;2;119.0;2013-03-29;;GasTurbine;N;0.0;0.0;0.0;0;8.19;0.0;8.19;0.0;0.16;0.01;2024;;GM0737;;;;GM0737;;;;GM0737;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1915;LCP;NL;Coöperatie AVEBE U.A.,WKK 3 GT10 +afgassenketel + stoomturbine;NL.RIVM/102620001.PART;NL.RIVM/000102620.FACILITY;7.04650000406219;52.92159000457693;10.62;Vervaardiging van meel;Vervaardiging van zetmeel en zetmeelproducten;Coöperatie AVEBE U.A.;Ter Apelkanaal;Oost-Groningen;M en O Weg;13;75.0;1995-08-01;;GasTurbine;N;0.0;0.0;0.0;0;943.62;0.0;943.62;0.0;27.3;0.0;2024;;GM1950;;;;GM1950;;;;GM1950;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1924;LCP;NL;ENGIE Energie Nederland NV,EC20 (EC22);NL.RIVM/104001001.PART;NL.RIVM/000104001.FACILITY;6.88074000394308;53.43671000472609;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;405.0;1977-01-01;;GasTurbine;N;0.0;0.0;0.0;0;27.78;0.0;27.78;0.01;0.88;0.02;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1933;LCP;NL;ENGIE Energie Nederland NV,EC3;NL.RIVM/104001002.PART;NL.RIVM/000104001.FACILITY;6.880890003513795;53.43662000462223;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;660.0;1995-01-01;;GasTurbine;N;0.0;0.0;0.0;0;3478.22;0.0;3478.22;0.98;91.1;3.13;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1942;LCP;NL;ENGIE Energie Nederland NV,EC4;NL.RIVM/104001003.PART;NL.RIVM/000104001.FACILITY;6.880890003513795;53.43662000462223;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;660.0;1995-01-01;;GasTurbine;N;0.0;0.0;0.0;0;1943.3;0.0;1943.3;0.55;55.2;1.75;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1951;LCP;NL;ENGIE Energie Nederland NV,EC5;NL.RIVM/104001004.PART;NL.RIVM/000104001.FACILITY;6.880890003513795;53.43662000462223;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;660.0;1995-01-01;;GasTurbine;N;0.0;0.0;0.0;0;3921.32;0.0;3921.32;1.1;111.0;3.53;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1960;LCP;NL;ENGIE Energie Nederland NV,EC6;NL.RIVM/104001005.PART;NL.RIVM/000104001.FACILITY;6.880890003513795;53.43662000462223;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;660.0;1996-01-01;;GasTurbine;N;0.0;0.0;0.0;0;4740.18;0.0;4740.18;1.33;116.0;4.27;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1969;LCP;NL;ENGIE Energie Nederland NV,EC7;NL.RIVM/104001006.PART;NL.RIVM/000104001.FACILITY;6.880890003513795;53.43662000462223;35.11;"Productie van elektriciteit; transmissie en distributie van elektriciteit en aardgas";Productie van elektriciteit;ENGIE Energie Nederland NV;Eemshaven;Overig Groningen;Robbenplaatweg;17;660.0;1996-01-01;;GasTurbine;N;0.0;0.0;0.0;0;3168.11;0.0;3168.11;0.89;93.8;2.85;2024;;GM1966;;;;GM1966;;;;GM1966;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
1978;LCP;NL;Delesto B.V.,Gasturbine GT7000;NL.RIVM/104003004.PART;NL.RIVM/000104003.FACILITY;6.95435000292099;53.31883000469629;20.13;Vervaardiging van chemische basisproducten, kunstmeststoffen en stikstofverbindingen en van;Vervaardiging van overige anorganische basischemicaliën;Delesto B.V.;Farmsum;Delfzijl en omgeving;Oosterhorn;4;659.6;1999-07-01;;GasTurbine;N;0.0;0.0;0.0;0;1764.28;0.0;1764.28;0.0;48.7;0.0;2024;;GM1979;;;;GM1979;;;;GM1979;;;False;False;False;WarmteAtlas:GroteStookInstallaties;https://www.warmteatlas.nl/geoserver/WarmteAtlas/wfs;2026-06-23T13:52:52;
